Ticker,Name,Best Holding Period (days),Initial Investment,Final Investment,Total Profit/Loss,Return %,Number of Trades,Winning Trades,Losing Trades,Win Rate %,Avg Profit per Trade,Data Points,Test Period
KOTAKBANK.NS,Kotak Mahindra Bank,1,100000,100007.1627968411,7.162796841104864,0.0071627968411048645,1,1,0,100.0,7.162796841104864,927,2022-01-03 to 2025-10-01
COALINDIA.NS,Coal India,7,100000,100005.84320542643,5.843205426426721,0.005843205426426721,1,1,0,100.0,5.843205426426721,926,2022-01-03 to 2025-10-01
INFY.NS,Infosys,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
HDFCBANK.NS,HDFC Bank,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
ULTRACEMCO.NS,UltraTech Cement,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,926,2022-01-03 to 2025-10-01
APOLLOHOSP.NS,Apollo Hospitals,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,926,2022-01-03 to 2025-10-01
JSWSTEEL.NS,JSW Steel,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,926,2022-01-03 to 2025-10-01
TATAMOTORS.NS,Tata Motors,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
DIVISLAB.NS,Divi's Laboratories,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,925,2022-01-03 to 2025-10-01
BRITANNIA.NS,Britannia Industries,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
CIPLA.NS,Cipla,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,926,2022-01-03 to 2025-10-01
SBILIFE.NS,SBI Life Insurance,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,925,2022-01-03 to 2025-10-01
HINDUNILVR.NS,Hindustan Unilever,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,926,2022-01-03 to 2025-10-01
AXISBANK.NS,Axis Bank,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
SUNPHARMA.NS,Sun Pharmaceutical,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
BHARTIARTL.NS,Bharti Airtel,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
DRREDDY.NS,Dr. Reddy's Laboratories,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,926,2022-01-03 to 2025-10-01
LT.NS,Larsen & Toubro,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
BAJAJ-AUTO.NS,Bajaj Auto,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,925,2022-01-03 to 2025-10-01
MARUTI.NS,Maruti Suzuki,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
ITC.NS,ITC Limited,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
WIPRO.NS,Wipro,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
DABUR.NS,Dabur India,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
HINDALCO.NS,Hindalco Industries,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,926,2022-01-03 to 2025-10-01
BAJFINANCE.NS,Bajaj Finance,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
EICHERMOT.NS,Eicher Motors,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,925,2022-01-03 to 2025-10-01
HDFCLIFE.NS,HDFC Life Insurance,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,925,2022-01-03 to 2025-10-01
TITAN.NS,Titan Company,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
TATASTEEL.NS,Tata Steel,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
RELIANCE.NS,Reliance Industries,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
IOC.NS,Indian Oil Corporation,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
NESTLEIND.NS,Nestle India,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
TCS.NS,Tata Consultancy Services,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
BPCL.NS,Bharat Petroleum,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
TECHM.NS,Tech Mahindra,1,100000,100000.0,0.0,0.0,0,0,0,0.0,0.0,927,2022-01-03 to 2025-10-01
ASIANPAINT.NS,Asian Paints,2,100000,99967.12298229476,-32.87701770523563,-0.032877017705235635,1,0,1,0.0,-32.87701770523563,927,2022-01-03 to 2025-10-01
